"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CA110357","CA114720","CA139575","CA140404","CA140705","CA140717"
"group_3211","","hypothetical protein","1","1","1","1","208","4","42","","1628","1628","1628","","","","NFMMKAFD_01270","",""
"group_3212","kpsM","Polysialic acid transport protein KpsM","1","1","1","1","201","4","27","","782","782","782","","","","NFMMKAFD_01275","",""
"group_3213","","hypothetical protein","1","1","1","1","202","4","26","","407","407","407","","","","NFMMKAFD_01276","",""
"group_3214","","hypothetical protein","1","1","1","1","2246","245","2","","206","206","206","","","","NFMMKAFD_01283","",""
"group_3216","","hypothetical protein","1","1","1","1","138","1","119","","554","554","554","","","","NFMMKAFD_01350","",""
"hxlR","","HTH-type transcriptional activator HxlR","1","1","1","1","75","1","52","","347","347","347","","","","NFMMKAFD_01369","",""
"adhC2","","NADP-dependent alcohol dehydrogenase C 2","1","1","1","1","91","1","10","","1076","1076","1076","","","","NFMMKAFD_01371","",""
"group_3219","","hypothetical protein","1","1","1","1","90","1","9","","3095","3095","3095","","","","NFMMKAFD_01372","",""
"group_3220","","hypothetical protein","1","1","1","1","89","1","8","","1766","1766","1766","","","","NFMMKAFD_01373","",""
"group_3221","","hypothetical protein","1","1","1","1","88","1","7","","1142","1142","1142","","","","NFMMKAFD_01374","",""
"group_3222","","hypothetical protein","1","1","1","1","87","1","6","","1502","1502","1502","","","","NFMMKAFD_01375","",""
"group_3223","","hypothetical protein","1","1","1","1","86","1","5","","635","635","635","","","","NFMMKAFD_01376","",""
"yybR","","putative HTH-type transcriptional regulator YybR","1","1","1","1","85","1","4","","332","332","332","","","","NFMMKAFD_01377","",""
"group_3225","","hypothetical protein","1","1","1","1","84","1","3","","122","122","122","","","","NFMMKAFD_01378","",""
"group_3226","","hypothetical protein","1","1","1","1","83","1","2","","641","641","641","","","","NFMMKAFD_01379","",""
"group_3227","","hypothetical protein","1","1","1","1","82","1","1","","179","179","179","","","","NFMMKAFD_01380","",""
"group_3228","","hypothetical protein","1","1","1","2","422","254","7","","1775","1775","1775","","","","NFMMKAFD_01386","",""
"group_3229","","hypothetical protein","1","1","1","2","534","36","13","","596","596","596","","","","NFMMKAFD_01469","",""
"group_3230","bcr","Bicyclomycin resistance protein","1","1","1","2","491","52","1","","1202","1202","1202","","","","NFMMKAFD_01486","",""
"group_3231","","hypothetical protein","1","1","1","2","485","52","18","","1193","1193","1193","","","","NFMMKAFD_01488","",""
"group_3232","","hypothetical protein","1","1","1","2","484","52","19","","3761","3761","3761","","","","NFMMKAFD_01489","",""
"group_3233","","hypothetical protein","1","1","1","1","1975","4","82","","1796","1796","1796","","","","NFMMKAFD_01491","",""
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","1","1","1","1","1976","4","83","","545","545","545","","","","NFMMKAFD_01492","",""
"group_3235","fcl","GDP-L-fucose synthase","1","1","1","1","1977","4","84","","1040","1040","1040","","","","NFMMKAFD_01493","",""
"rmd_2","","GDP-6-deoxy-D-mannose reductase","1","1","1","1","1978","4","81","","1034","1034","1034","","","","NFMMKAFD_01494","",""
"rfbE","","CDP-paratose 2-epimerase","1","1","1","1","1979","4","80","","938","938","938","","","","NFMMKAFD_01495","",""
"hddA","","D-glycero-alpha-D-manno-heptose 7-phosphate kinase","1","1","1","1","1980","4","79","","1019","1019","1019","","","","NFMMKAFD_01496","",""
"group_3239","","hypothetical protein","1","1","1","1","1981","4","78","","158","158","158","","","","NFMMKAFD_01497","",""
"group_3240","","hypothetical protein","1","1","1","1","1982","4","77","","998","998","998","","","","NFMMKAFD_01498","",""
"group_3241","gmhA","Phosphoheptose isomerase","1","1","1","1","1983","4","76","","605","605","605","","","","NFMMKAFD_01499","",""
"hddC","","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase","1","1","1","1","1984","4","75","","674","674","674","","","","NFMMKAFD_01500","",""
"group_3243","","hypothetical protein","1","1","1","1","1985","4","74","","1802","1802","1802","","","","NFMMKAFD_01501","",""
"group_3244","","hypothetical protein","1","1","1","1","1986","4","73","","1784","1784","1784","","","","NFMMKAFD_01502","",""
"COQ5_1","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","1","1987","4","72","","773","773","773","","","","NFMMKAFD_01503","",""
"group_3246","","L-glutamine kinase","1","1","1","1","1992","4","70","","2339","2339","2339","","","","NFMMKAFD_01505","",""
"group_3247","","Gamma-glutamyl-CDP-amidate hydrolase","1","1","1","1","1993","4","69","","602","602","602","","","","NFMMKAFD_01506","",""
"group_3248","","CTP:phosphoglutamine cytidylyltransferase","1","1","1","1","1994","4","68","","761","761","761","","","","NFMMKAFD_01507","",""
"group_3249","","Cytidine diphosphoramidate kinase","1","1","1","1","1995","4","67","","512","512","512","","","","NFMMKAFD_01508","",""
"group_3250","","hypothetical protein","1","1","1","1","1996","4","66","","2069","2069","2069","","","","NFMMKAFD_01509","",""
"group_3251","","hypothetical protein","1","1","1","1","1997","4","19","","377","377","377","","","","NFMMKAFD_01517","",""
"group_3252","rsfS","Ribosomal silencing factor RsfS","1","1","1","1","1998","4","18","","326","326","326","","","","NFMMKAFD_01518","",""
"group_3253","","hypothetical protein","1","1","1","1","2132","210","1","","3125","3125","3125","","","","NFMMKAFD_01558","",""
"group_3254","","hypothetical protein","1","1","1","1","2118","1","105","","284","284","284","","","","NFMMKAFD_01564","",""
"group_3255","","hypothetical protein","1","1","1","1","2117","1","106","","1706","1706","1706","","","","NFMMKAFD_01565","",""
"COQ3","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","1","1","1","3","341","249","3","","713","713","713","","","","NFMMKAFD_01588","",""
"group_3258","pyrC_2","Dihydroorotase","1","1","1","3","340","249","8","","995","995","995","","","","NFMMKAFD_01590","",""
"group_3259","","hypothetical protein","1","1","1","3","8","230","11","","326","326","326","","","","NFMMKAFD_01602","",""
"group_3261","","hypothetical protein","1","1","1","3","381","216","8","","131","131","131","","","","NFMMKAFD_01624","",""
"group_3262","","hypothetical protein","1","1","1","3","387","216","1","","299","299","299","","","","NFMMKAFD_01626","",""
"group_3263","","hypothetical protein","1","1","1","3","383","216","13","","185","185","185","","","","NFMMKAFD_01628","",""
"group_3264","","hypothetical protein","1","1","1","3","384","216","12","","230","230","230","","","","NFMMKAFD_01629","",""
"group_3266","","hypothetical protein","1","1","1","3","517","243","2","","323","323","323","","","","NFMMKAFD_01637","",""
"group_3267","","hypothetical protein","1","1","1","3","516","243","1","","509","509","509","","","","NFMMKAFD_01638","",""
"group_3268","","hypothetical protein","1","1","1","3","410","32","9","","746","746","746","","","","NFMMKAFD_01658","",""
"group_3269","exbB","Biopolymer transport protein ExbB","1","1","1","3","411","32","11","","749","749","749","","","","NFMMKAFD_01660","",""
"group_3270","","putative TonB-dependent receptor","1","1","1","3","484","32","12","","2267","2267","2267","","","","NFMMKAFD_01661","",""
"group_3271","","hypothetical protein","1","1","1","3","485","32","13","","851","851","851","","","","NFMMKAFD_01662","",""
"group_3272","","hypothetical protein","1","1","1","3","479","321","1","","362","362","362","","","","NFMMKAFD_01668","",""
"group_3273","","hypothetical protein","1","1","1","3","441","321","2","","203","203","203","","","","NFMMKAFD_01669","",""
"group_3276","","hypothetical protein","1","1","1","1","1183","194","15","","1286","1286","1286","","","","NFMMKAFD_01698","",""
"group_3277","","hypothetical protein","1","1","1","1","1225","194","22","","170","170","170","","","","NFMMKAFD_01704","",""
"group_3278","","hypothetical protein","1","1","1","1","1227","194","24","","149","149","149","","","","NFMMKAFD_01706","",""
"group_3279","","hypothetical protein","1","1","1","1","1179","194","2","","131","131","131","","","","NFMMKAFD_01708","",""
"group_3280","","hypothetical protein","1","1","1","1","1178","194","1","","143","143","143","","","","NFMMKAFD_01709","",""
"group_3282","hxuB","Heme/hemopexin transporter protein HuxB","1","1","1","1","1271","194","48","","1724","1724","1724","","","","NFMMKAFD_01752","",""
"group_3283","","hypothetical protein","1","1","1","1","1272","194","47","","323","323","323","","","","NFMMKAFD_01753","",""
"group_3284","","hypothetical protein","1","1","1","1","1273","194","46","","392","392","392","","","","NFMMKAFD_01754","",""
"group_3285","","hypothetical protein","1","1","1","1","1274","194","45","","302","302","302","","","","NFMMKAFD_01755","",""
"group_3286","","hypothetical protein","1","1","1","1","1275","194","44","","242","242","242","","","","NFMMKAFD_01756","",""
"group_3287","","hypothetical protein","1","1","1","1","1276","194","38","","1991","1991","1991","","","","NFMMKAFD_01757","",""
"group_3288","","hypothetical protein","1","1","1","1","1290","197","6","","464","464","464","","","","NFMMKAFD_01771","",""
"group_3289","","hypothetical protein","1","1","1","1","1291","197","15","","533","533","533","","","","NFMMKAFD_01772","",""
"group_3290","","hypothetical protein","1","1","1","1","1292","197","17","","434","434","434","","","","NFMMKAFD_01774","",""
"group_3291","","hypothetical protein","1","1","1","8","2","201","3","","167","167","167","","","","NFMMKAFD_01788","",""
"virB8","","Type IV secretion system protein virB8","1","1","1","8","3","201","4","","662","662","662","","","","NFMMKAFD_01789","",""
"virB9","","Type IV secretion system protein virB9","1","1","1","8","4","201","5","","887","887","887","","","","NFMMKAFD_01790","",""
"group_3294","","hypothetical protein","1","1","1","8","5","201","6","","1175","1175","1175","","","","NFMMKAFD_01791","",""
"group_3295","","Type IV secretion system protein VirB11","1","1","1","8","6","201","7","","992","992","992","","","","NFMMKAFD_01792","",""
"virD4","","Protein VirD4","1","1","1","8","7","201","8","","1811","1811","1811","","","","NFMMKAFD_01793","",""
"group_3297","","hypothetical protein","1","1","1","8","8","201","9","","425","425","425","","","","NFMMKAFD_01794","",""
"group_3298","","hypothetical protein","1","1","1","8","9","201","10","","764","764","764","","","","NFMMKAFD_01795","",""
"group_3299","","hypothetical protein","1","1","1","8","10","201","11","","797","797","797","","","","NFMMKAFD_01796","",""
"group_3300","","hypothetical protein","1","1","1","8","11","201","12","","620","620","620","","","","NFMMKAFD_01797","",""
"topB","","DNA topoisomerase 3","1","1","1","8","12","201","13","","2192","2192","2192","","","","NFMMKAFD_01798","",""
"group_3302","","hypothetical protein","1","1","1","8","13","201","14","","173","173","173","","","","NFMMKAFD_01799","",""
"group_3303","","hypothetical protein","1","1","1","8","14","201","15","","473","473","473","","","","NFMMKAFD_01800","",""
"group_3304","","hypothetical protein","1","1","1","8","15","201","16","","335","335","335","","","","NFMMKAFD_01801","",""
"group_3305","","hypothetical protein","1","1","1","8","16","201","17","","395","395","395","","","","NFMMKAFD_01802","",""
"group_3306","","hypothetical protein","1","1","1","8","17","201","18","","251","251","251","","","","NFMMKAFD_01803","",""
"group_3307","","hypothetical protein","1","1","1","8","18","201","19","","266","266","266","","","","NFMMKAFD_01804","",""
"group_3308","","hypothetical protein","1","1","1","8","19","201","20","","560","560","560","","","","NFMMKAFD_01805","",""
"group_3309","","hypothetical protein","1","1","1","8","20","201","21","","266","266","266","","","","NFMMKAFD_01806","",""
"group_3310","","hypothetical protein","1","1","1","8","21","201","22","","5798","5798","5798","","","","NFMMKAFD_01807","",""
"group_3311","","hypothetical protein","1","1","1","8","22","201","23","","728","728","728","","","","NFMMKAFD_01808","",""
"group_3312","","hypothetical protein","1","1","1","8","23","201","24","","704","704","704","","","","NFMMKAFD_01809","",""
"group_3313","","hypothetical protein","1","1","1","8","24","201","25","","1388","1388","1388","","","","NFMMKAFD_01810","",""
"group_3314","","hypothetical protein","1","1","1","8","25","201","26","","551","551","551","","","","NFMMKAFD_01811","",""
"group_3315","","hypothetical protein","1","1","1","8","26","201","27","","281","281","281","","","","NFMMKAFD_01812","",""
"group_3316","","hypothetical protein","1","1","1","8","27","201","28","","611","611","611","","","","NFMMKAFD_01813","",""
"group_3317","","hypothetical protein","1","1","1","8","28","201","29","","659","659","659","","","","NFMMKAFD_01814","",""
"traC","","DNA primase TraC","1","1","1","8","29","201","30","","1226","1226","1226","","","","NFMMKAFD_01815","",""
"group_3319","","hypothetical protein","1","1","1","8","30","201","31","","263","263","263","","","","NFMMKAFD_01816","",""
"group_3320","","hypothetical protein","1","1","1","8","45","201","33","","257","257","257","","","","NFMMKAFD_01818","",""
"group_3321","","hypothetical protein","1","1","1","8","44","201","34","","218","218","218","","","","NFMMKAFD_01819","",""
"group_3322","","hypothetical protein","1","1","1","8","43","201","35","","203","203","203","","","","NFMMKAFD_01820","",""
"group_3323","","hypothetical protein","1","1","1","8","42","201","36","","1793","1793","1793","","","","NFMMKAFD_01821","",""
"group_3324","","hypothetical protein","1","1","1","8","41","201","37","","614","614","614","","","","NFMMKAFD_01822","",""
"group_3325","","hypothetical protein","1","1","1","8","40","201","38","","377","377","377","","","","NFMMKAFD_01823","",""
"group_3326","","hypothetical protein","1","1","1","8","39","201","39","","323","323","323","","","","NFMMKAFD_01824","",""
"virB2","","Type IV secretion system protein virB2","1","1","1","8","38","201","40","","263","263","263","","","","NFMMKAFD_01825","",""
